index,Text,ed_label_0,ed_label_1,Label
2286, * Wikipedia:Guide to writing better articles,0.962962963,0.037037037,0
2287, Wikipedia:How to write a great article :* Wikipedia:The perfect article ,1,0,0
2288,"  The economics section is woefully pessimistic. Tasmania has been booming for the last three to four years. Tourism is booming, property market is building and labour shortages are commonplace throughout the state.",0.8,0.2,0
2289,"I have rewritten some of the economics section and thrown out a lot of the pessimistic, unsubstantiated garbage. - Bella July 2005  ",0.9,0.1,0
2290,"`  == Proposed move ==  Is the proposal to move the page to ``Reactionsim`` still current. If so, where can you vote on this. I can't find it on Wikipedia:Requested moves.  `",1,0,0
2291,"While I do think that book is very important, it deals only with scholars of American Communism and quite negatively (if accurately). Intellectuals, especially academics, do play an important role in maintaining enthusiasm for communist ideology. Support for the ideology from that quarter should be part of the article as should support from those elements of the working class, European unions, for example, which continue to form the bulk of the movement.    ",0.9,0.1,0
2292,Please no Wiki-Weirdo posts !,1,0,0
2293,Thankyou-I'm most interested in this .   ,1,0,0
2294,  == Maimonides and the Aleppo Codex == It's quite clear if you read the text of his Code of Law - I'll add a citation in the next few days.  ,1,0,0
2295,"  Thank you, too, for reverting vandalism on my user page.  Unfortunately, my page has become a recent target as a result of spotting and cleaning vandalism on other pages.     Unfortunately, that wasn't me this time, , did that.  But I have now added your page to my watchlist, so if it happens in the future, I will try to catch it.  Salut.   ",0.95,0.05,0
2296,"   ==Pictures== I like the picture Image:Ff8 butterflypicture.jpg that you uploaded, but you deleted an image I uploaded when you uploaded your version of Image:Irvine Kinneas shot.jpg.  I reverted this change, because you had created a duplicate, with lesser resolution of Image:Irvine Kinneas profile.jpg, which was already on the page.  In the future check out what you are overwritting.   ",1,0,0
2297, and offer you sexual favours.,0.444444444,0.555555556,1
2298,"` :I got one of these congratulatory notices too. Isn't it thrilling? (For one thing, I hadn't even realized I was in North America.) I'm asking Spot to pay me €50 for artistic services rendered to this ``peice`` (sic); how about you?   `",0.95,0.05,0
2299,"Does it make sense to mention Petit Jean Mountain as a link, seeing as how that just redirects back to Petit Jean State Park?  ",1,0,0
2300,"  == List of Revolution games ==  I wanted to ask that you comment on Wikipedia talk:Votes for deletion/List of Nintendo Revolution games, now that I've improved the list to disclude rumors.   ",1,0,0
2301,"`: FOR THE RECORD. Danny, you love to weave more straw men and avoid the real issues at all cost, as you have just beautifully demonstrated. As for me insulting you, it came because of you making provoking insults at me, calling me a `` hog and pig`` in one of your previous replies on 5 July 2005 15:46 (UTC). If you were using that kind of language with members of the public in the street, you would no doubt be quickly punished and hospitalised for your insulting provocations, and you have also demonstrate why many Jehovah's Witnesses who follow your methods actually incite hate against themselves and their religion due to their shameless insulting and provoking behaviour. You then make more revealing and completely false remarks: ``As Central is fond of pointing out ad hominem arguments are a logical fallacy. By the same token anything he says about me is quite frankly irrelevant to the real issue``. I pointed out to you, that when I insulted you it did not prove your argumentation wrong (you prove yourself wrong by your manipulative specious methods and lack of any evidence), so therefore, it was not ad hominem at all, but just an insult from your own provoking insults of which you appear to measure by another set of biased scales. Secondly, all the points I have made about your false conclusions and your false logic are all valid as they prove that you are not objective or reasonable at all, and have zero evidence to base your claims on, and are often very slanderous of others (Raymond Franz in this case) with no evidence to back your claims.  :YOU Danny Muse, have failed to answer a single point of mine (a typical JW trait), which were about your logical fallacies, your use of slander, your negative propaganda, and your rhetoric. I have asked you again and again for proof of your statements and claims on Franz, and you have dramatically failed on all accounts to bring them on. Here again is the challenge summarized: I herby challenge you to take three different examples from either of Raymond Franz's two books, and prove to us using evidence contained in the books that he is ``a bitter apostate, vindictive liar, makes inaccurate claims, and writes incorrect material about JWs, or the Watch Tower's Governing Body`` as you claim. If you cannot do this, then you should permanently remove yourself, and be barred from Wikipedia, as you have demonstrated. . . your editing scruples as virtually worthless, and indubitably of no value as a contributor to Wikipedia, as you have proven over and over that you feel content to destroy someone's character (Franz's in this case), his motives, his books, and all without reading a single page of his written material. If someone did the same about Jehovah's Witnesses books, you would be outraged, disgusted, and we would never hear the end to it, you definitely would not stand for it. You would also have utmost contempt for someone who makes up lies, false accusations, and slander about JWs and their books, especially if they had never even read a single JW publication and yet they posted masses of negative claims about them, just like you have about Raymond Franz. YOU Danny Muse, are in NO position to speak, as you have not even read a single book by Raymond Franz, and so have completely and permanently revoked your right to speak, edit, or comment on this matter. . .. If you can bring on proof, then you can have an opinion that the book descriptions are 'this or that' etc., until then all you say is biased POV and unfounded. You have no right to say or edit anything on this particular subject, as you have demonstrated that truth on the matter and literature is not a subject you are interested in. Please read Proverbs 18:13. Posted Central 19 July 2005 (PS. I'm sure you will ignore all this and make up some more straw man to focus on to take the light off your complete lack of evidential backup to your claims about the books and Raymond Franz's character etc. The original book descriptions should stay, as they are brief, to the point, accurate, and give enough information to know the basic book's content. If you disagree then prove it, don't vandalize out of spite as you have been doing.)Also, I see ''' checked the entire critical sections and made some edits on 18 June 2005, and approved the extended book descriptions, which you have totally ignored, therefore it was a yes vote, not a no) `",0.6,0.4,0
2302, He doesn't consider this vandalism except when it's *his* talk page. Bullshit.,0.25,0.75,1
2303,"  I didn't vandalize your user page, idiot.",0,1,1
2304,"` ::Uh, how are you not attacking me and not addressing my argument when you bring up ``AOLisms``? I don't believe my arguments boil down to these. Ironically, your previous comment is an ad hominem attack.  -  `",0.684210526,0.315789474,0
2305," ::Thanks... incidently, I've bowed out of this article due to too much wikistress. Besides which, I have other articles to work on, like Microsoft Jet Database Engine -) Will still be watching the article, so will watching with great interest what happens here!  ",0.966666667,0.033333333,0
2306,"`  Whoever say they were ``psuedo-punk looking``, if i dress up in Sean John and Rocawear, then i go up on stage and fart out my asshole, is that rap? No, it's farting out my asshole. They're pop, pure and simple. And, not only are they not punk, they suck. I could play guitar for them, I doubt that anyone in that band could hold their own to anbody, and i repeat anybody from any popular bands from the 60s-70s and maybe 80s at their respective positions. If I had a time machine, and could only use it once, I'd go back to the mid 60s and live through years of great music. Forget about killing Hitler, meeting Jesus, and all that crap.`",0.7,0.3,0
2307,"`::Last message. Your ``logic`` is faulty (see above). I have made a cogent argument. The article is also not just about you. You, however, have made this personal - I find your comments to be inflammatory and have ceased working on the article due to your personal comments. I have better things to do with my time than respond to your attacks. Also, you are not amusing. ``Yu`` means means fish. HTH. -    `",0.777777778,0.222222222,0
2308,"  == Why is there an NPOV tag on this article? ==  Could the person who added it please note their specific objections so that we may sort out any issues? I will leave this for 24 hours, then remove the tag if nothing is said. -  ",1,0,0
2309,Indeed. This is the very reason why I am no longer editing this article: your personal attacks. -    ,1,0,0
2310,"`::So you are trolling? After all, it was not myself who started with the ``yu`` arguments, and I have replied to your arguments. HAND yourself. -    `",0.555555556,0.444444444,0
2311,  == Uh... ==  ... why did you speedy delete Wikipedia:GNAA votes for deletion policy? I created it as an alternative as the other had an inflamatory title... -  ,0.666666667,0.333333333,0
2312,"`  == Environmental causes ==  How can choosing to take less exercise and choosing to eat fast food be considered an ``environmental cause``?  Only if people are not responsible for their own actions.  That obesity is a disease according to some in the rich West is so that drugs can be prescribed!  (You cannot get a drug approved unless it is for a ``disease``.)  Thirty years ago it wasn't a disease!  What's changed?  Personal behaviour.  As the article says:  We eat more, we eat more rubbish, we exercise less.  Doubtless there are environmental causes BUT what are they?   `",0.8,0.2,0
2313,"  :::This is Charley all over again - back down to 944 mb, up to 125 mph and still intensifying...",1,0,0
2314,"` ::Sorry, but could you clarify what you meant by ``GNAA trolls were attempting to start a meatball:ForestFire re: Kick the ass... GNAA articles.`` - surely, you aren't accusing me of being a GNAA member?! I just want to find out - I'm assuming good faith up till I know better however. I want to undelete that article, cause the deletion didn't fulfill any of the speedy deletion criteria! I also don't want to create bad blood. To be honest, between getting abused for the way I ran the GNAA VfD, being abused by Chocolateboy for my edits of the actual GNAA article, and feeling a might annoyed that my policy got deleted without a warning, and half way through the vote, I fear that the GNAA have won this round. Besides which, its distracting me from my Microsoft Jet Database Engine article! -  `",0.8,0.2,0
2315," :::Kim, stop! You are not helping here!!! This is fanning the fire and making it hotter, not cooler! -  ",0.9,0.1,0
2316, :::::Phew -) at least this is one thing I'm glad about. I'm suggesting that we keep the VFU running: it probably won't be back. I'm still having a wikibreak: check out Talk:Gay Niggers Association of America for details. I just swore at Chocolateboy. First time on this website ever. Time for a wikibreak. -  ,0.8,0.2,0
2317,`  I can just imagine John Curtin's response at being ``celebrated`` by these neo-Nazi cultist filth.  `,0.666666667,0.333333333,0
2318,"  I have added this info - which you could have done yourself with ten minutes research. I have also (again) removed the claim that Michael now lives in Romania. He doesn't, he lives in Geneva, although he makes regular appearances in Romania. See the semi-official website.  ",1,0,0
2319,"  I hadn't previously heard of LaRouchist seances, but anything is possible. Possibly there are getting ready for when Fuhrer Lyndon drops off (he is 83 I think) and they have to get his latest directives from the Great Loony Bin in the Sky.  ",0.9,0.1,0
2320,  == Microsoft Jet ==  What do you think now? -  ,1,0,0
2321,WHAT ARE YOU TALKING ABOUT  ,0.730769231,0.269230769,0
2322,Don't spam Wikipedia. I will block you if you add that stuff to Hentai again. -  ,0.375,0.625,1
2323,"  I am on Zereshk's side, since the opposing party use nothing more than their own pov and original research, something whitch is against wikipedia policies, whereas Zereshk is using outside sources. If the opposing side where right, they would have no problem sourcing their pov to an outside source.   ",1,0,0
2324,"  Imdb has the wrong age.  I believe it was 1969 too, but I am finding a lot of sources that say 1968, but it is definitely NOT 1964",0.944444444,0.055555556,0
2325,`I don't think this article is particularly well written.  It also pushes a non-fault POV.  And the use of ``environmental`` is unusual!  All that needs to be said is said already at obesity.  Merge what needs to be saved into that article and delete would be my suggestion.     `,0.888888889,0.111111111,0
2326,"`  Oh? You should research your story so you get it right... I happen to know that Evil University doesn't even have a medical school.  (Unless you count Frankenstein 101 - and most people consider that ``knitting``.)  Likely, you just hung out there to get in good with the Evil of the Arts graduates so you could get some dates with the not-so-ghastly harpies.  I, on the other hand, am a proud graduate of the Burt Ward Sidekick Undergraduate Program (Abbreviated: ``Burt, W'SUP?``).  I later attended Jimmy Olsen's School of Supporting Characters.  Many in my class graduated with honors but somehow none of us stood out and there was no speaker at graduation... (I applied to the Kato Institute but couldn't pass the physical. - Not to be confused with Kato Kaelin who flunked out of the Burt Ward program.) -  `",0.9,0.1,0
2327,"  :More red herrings and straw men distractions from Danny. You are now playing the wounded martyr in the vain hope you will pull in the gullible into feeling sorry for you enough to forget all the flawed accusations you have been putting out over the weeks about Raymond Franz. Danny, go and read the books then you may comment on their content, and only then. Central Posted 20 July 2005",0.7,0.3,0
2328,"List of North American Wars  Would it be possible to create a link to a present or future article page for the war/battle you are quoting on the List page, so people can just click on it.  See my additions for an example.  Cordially,     ",1,0,0
2329,"  I am not from vietnam, nor do i appreciate being called a bitter bee. Please stop the personal attacks.",0.8,0.2,0
2330,  hey if refuring to you as a group as freaks is a personall attack then that was as well. no double standards here folks.,0.4,0.6,1
2331,"  Hi,  There were not that many wars in North America so I think any reasonable military actions should be included such as battles, rebellions and skirmishes etc. Cordially  ",1,0,0
2332,"   Thank you BMI for finding a quasi acceptable permutaion, and even more thanks for getting a MUCH better version in before the page got locked.  BTW if I get banned, I expect all other users violation 3rr to be banned as long. and their were quite a few of you.",0.7,0.3,0
2333,"  == Heya ==  El, I definitely don't see you as a scapegoat! -  ",1,0,0
2334,"  == Blocking for 3RR ==  This is to stop revert wars. The revert wars had ceased, I wanted some help to contribute to Wikipedia. I unblocked Kim after securing a promise not to continue the edit war. Based on their previous actions, I accepted this. Any admin can do this, if they feel that the problem is resolved. This is all I have to say. -  ",0.931034483,0.068965517,0
2335,".   Also, since it is my page, and I am writing an opinion dealing with a topic I contribute much too, I think I have the right to have it there",0.875,0.125,0
2336," An article about the show Dallas might have several theories about who shot JR as part of the article, and since fans of the show already know who shot it it wouldn't ruin the show for them if that was in the article.",1,0,0
2337,"   == Openness and honesty ==  Thanks for the note. I appreciate your perspective.  I am active LDS.  I love the church.  I teach Elder's quorum and serve on the stake athletics committee.  I read my scriptures, have family prayer, pay tithing, etc.  I do not hate the church.  I just believe in openness and honesty.  I believe in telling all sides of a story.  I believe in not hiding the truth, or alternative points of view.  I hope and pray you can learn to respect other points of view, and to love truthwherever it's found.   ",1,0,0
2338,Im honoured and suprised I am the creator of this page as a die hard Hull City Suporter it gives me great pleasure to welcome you here on the eve of our most succesful season in my life time. I hope to record the forth coming seasons events in detail as they unfold. I intend to date my entries and will next post squad changes and any other details I can for the forth coming season. I intend to keep this entry brief as I hav only just discovered this site!!,1,0,0
2339,"  == Gilgamesh Prologues == The Gilgamesh Prologues are mentioned on Talk:Lilith, does anyone know what these are and if so maybe write a bit in this article or even make a new article for these Prologues?",1,0,0
2340,  == Gilgamesh Prologues == Does anyone know what these are? Gilgamesh has an article but does not mention any 'Prologues'... I made a bit in Talk:Gilgamesh too in case anyone can shed some light here..,1,0,0
2341," :::Mike, no problem, check my edit summaries for details on why.  ",1,0,0
2342," :::::The reason is pretty clear, you have to cite your source for the information. I don't want to get into a fight about it either.  ",1,0,0
2343, :::::::The reason I removed it is because it was unsourced and probably unnecessary.  ,0.9,0.1,0
2344,"Ooh I'm so scared, I'm quaking in my boots. Cunt.   ",0.1,0.9,1
2345," **Please feel free to go ahead and block this address. It will stop an entire county with 300,000 registered internet users from editing.  ",0.8,0.2,0
2346,  :I don't mind keeping it in if it is sourced.  ,1,0,0
2347,"  == Ceasefire ==  OK OK I'm bored of trolling now, I'll go. Now stop stopping others from being able to edit.",0.8,0.2,0
2348, :Thank you for the page protection.  ,1,0,0
2349,"  == Mike Garcia, again ==  Mike Garcia has been acting up again, this time on System of a Down, only a little while after your block. He refuses to cite a source for his information.  ",0.724137931,0.275862069,0
2350, ::I agree. Hardly anything worth keeping on the page of this band.  ,1,0,0
2351,", nor can he justify it being there",0.965517241,0.034482759,0
2352,"`, 20 July 2005 (UTC)  ::I have replied to your arguments.  :You patently haven't. There's only one disputed point left. If you have a non-AOL response to this statement (hint: lose the ``Uh... sorry?``, the ``HTH``, and the flimsy whimsy (Madonna is made of carbon - that's not going into Wikipedia either) at your disposal, then I'm happy to hear it:  ::If not, then I will remove it just as I, or any other Wikipedian, would remove the statement ``It is not known with any certainty that any members of the Cult of the Dead Cow worship dead cows``.  : 03:02`",0.941176471,0.058823529,0
2353,"Welcome!  Hello, and welcome to Wikipedia. Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers: *The Five Pillars of Wikipedia *How to edit a page *Editing, policy, conduct, and structure tutorial *Picture tutorial *How to write a great article *Naming conventions *Manual of Style *Merging, redirecting, and renaming pages *If you're ready for the complete list of Wikipedia documentation, there's also Wikipedia:Topical index. I hope you enjoy editing here and being a Wikipedian! By the way, please be sure to sign your name on Talk and vote pages using four tildes (~~~~) to produce your name and the current date, or three tildes (~~~) for just your name. If you have any questions, see the help pages, add a question to the village pump or ask me on my Talk page. Again, welcome!   By the way, you don't need to list your contributions on your user page, they can be seen by anyone at . If you have any questions, just ask me on my )   ",1,0,0
2354,"   My name is Mark Pellegrini and I am a fat fuck who appointed myself to serve as head of the arbitration committee for year after year, because I'm a power-hungry dumbass. Please contact Guang Gao and inform him that I am a pedophile  I have blocked the entire uni subnet to prevent Lir from vandalizing my page, but it looks like Lir isn't the one vandalizing me! God, I'm so fucking stupid  I wish I could stop the vandals, but all I can do is wage an endless War on Vandalism... and im losing! What? A DOUGHTNUT! GIMME!!!!!!!!!!!!",0.333333333,0.666666667,1
2355,"`   I like mine better. The Aboriginal flag does not occupy the canton, it occupies the left-hand side of the flag. The so-called ``rules of vexillollogy`` (or whatever) have no standing.`",1,0,0
2356," I understand Harold Thomas accepted a payment from the Commonwealth for his intellectual property claim on the Aboriginal flag, and he has no veto over its use.  ",0.9,0.1,0
2357,thumb|250px|For an Australian flag and an Australian republic!  ,1,0,0
2358,  == Portal message ==  Do our external sites pull through our Portal: namespace? Should this actually be on the main article? -  ,1,0,0
2359,"01, 21 July 2005 (UTC)  == Portal message ==  Do our external sites pull through our Portal: namespace? Should this actually be on the main article? -  06:",1,0,0
2360,  == Two footnoting systems? ==  Good grief... I didn't even know these existed! Could we work on using one footnoting system? My preference is  and . -  ,1,0,0
2361," :Have gone ahead and fixed it. With no help from Mozilla Firefox, which is unable to even do a simple copy and paste. -  ",0.85,0.15,0
2362,"  Forgive me also. I must be in attack mode all of the time on the Internet. It just sounded like you were poo-pooing any discussion of the topic.  I'm not a newcomer, I have another account but I ditched it because it's tied to some articles I don't want to be associated to. I believe that, if there was enough interest, I could put together quite a case for my theory on who killed Trudy Monk. I've put a brief description on my talk page. Trudy's murder is a MAJOR part of the series, but since discussing it on the main article page would ruin the suprise which will come at the end of the series, I put it on my userpage. Lots of members use their userpages for things like that.  ",0.888888889,0.111111111,0
2363,"  Ah, now I understand - you're an old lefty who doesn't like the idea that Cairns had his funeral in Toorak. Well he did, and in a biographical article the fact is as relevant as any other. And it's either Adam or Dr Carr, by the way.  ",0.6,0.4,0
2364,"  If you're not an old lefty then you don't even have that excuse for this stupid deletion - at least old lefties are acting on their beliefs. This is a biographical article. The location of his funeral is a biographical fact, and since someone (not me) has seen fit to include it, it will stay unless a good reason is given for deleting it. On matters like this, yes, I am used to getting my own way and I usually do.  ",0.333333333,0.666666667,1
2365,"  I am now going to report you for repeated vexatious removal of relevant facts from this article, which amounts to vandalism. Have a nice day.  ",0.888888889,0.111111111,0
2366,  See Wikipedia:Requests for mediation.  ,1,0,0
2367,"  I've noticed your contact notice about it. BTW we still didn't started similar project on Slovene WP, basically because of the lack of images in local language. I've seen that pl:WP has nice images, like this one for Dorado.  ",1,0,0
2368,"This article isn't very good, it needs more elaboration, and it also seems to be implying that draw distance is a 'feature' of games, e.g. GTA.",0.8,0.2,0
2369,"  ==Being blocked==  So that's your idea of mediation, is it? R Lopez can run amok through Wikipedia with his lying crap, and I get blocked for stating my intention of stopping him unless Wikipedia's rather creaky structures do so. I've seen some silly things since I have been editing here but that would be the silliest.  ",0.7,0.3,0
2370,"`  ``Old lefty`` is not a personal remark, it is a political categorisation. The ``Old Left`` is a political category and is not related to the age of the person belonging to it. When the anon editor denied he was an ``old lefty`` I accepted that, as the above exchange shows. ``Stupid deletion`` is not a personal remark either, it is a characterisation of the editor's action. You may disagree with me but that's another matter. Why don't you mediate (if that's what you're here to do) on the substance of the matter (the deletion of factual material from the article) rather than wasting your and my time on trivia?  `",0.3,0.7,1
2371,"`  I have now checked what I wrote: I said ``So more edit wars will be coming up unless Lopez can be persuaded or compelled to desist.`` I did not say that I would initiate or conduct such edit wars, only that they would happen. This makes your action in blocking me, even for a token period, all the more outrageous, and I think I am entitled to an apology.  `",0.9,0.1,0
2372,"Please stop adding nonsense to Wikipedia.  It is considered vandalism.  If you want to experiment, please use the sandbox.  Thank you.",0.6,0.4,0
2373,"  == Full Plot Summary ==  There's no reason for a plot summary so long it can't go in this page. The one at Harry Potter and the Chamber of Secrets - Full Plot Summary needs to be condensed and joined with this one. For discussion on the issue with book 6, see Book 6's VfD and discussions at: MoS, Village Pump, What Wikipedia Is Not, and Wikipedia Fiction Guidlines.",1,0,0
2374,"`  Take a look at their edits that day. They did EXACTLY the same thing ``134.161.244.89`` did, namely remove comentary that they did not agree with. If you say what they did was not vandalism, then ``134.161.244.89`` is exonerated too, as all he did was remove the biased revisions of others, who violated the 3rr as well. By blocking the one and not the other, you are being very biased, and bias has NO place on wikipedia.`",0.6,0.4,0
2375,"NPOV still needed? heck yeah! read the article once. It practically drips pro-bush lovin's. Until the article has some resembalence of neutrality, NPOV should stay.  ",0.888888889,0.111111111,0
2376,"`    it is not NPOV because any thing negative is ``alleged`` and anything postive, is. it is POV'ed because nothing negative is allowed to be posted without sugarcoating it. Glosses over the fact that he lied to the american people, started needless wars, killed many americans, glosses over his drug scandal, glosses over his violations of the first amendment, glosses over the fact that he lets his religion dictate what laws he signs, glosses over the fact that he makes up words, cannot speak publicly, glosses over the fact that many americans distrust him.`",0.736842105,0.263157895,0
2377," : I heard sam (the author) on irc mentioning that the media wiki upgrade is what broke the script (it was working in the transition version, but the final one broke), but he's not home and it'll be about 10 days until when he can start fixing it. He thinks it's related to the new permanent version numbers assignment for entries, but I wasn't paying much attention to the talk at that moment.   ",1,0,0
2378,"   I'm sorry that i must have misread the article. Now that I look back, the absense of ANY mention of WMD, and bush telling the public iraq had them is suddenly NPOV, where it was POV before. Silly me. Same with all the link between iraq and the 9/11 terrorists.... oh wait, i WAS right, they are not included because they are negative things about bush, forgot we cant have that here.",0.8,0.2,0
2379,". In fact, check the wiki article on Constantius...",1,0,0
2380," Oh, i get it, if something is in one article, it CANNOT be in another article? even to provide context for the link? oh, ok. Give me a bit and I will start deleting EVERYTHING in the bush article that is in another article, and then NOT include links to it. Is that what you are saying? naw, you just dont like bushism because it is a truly neutral article that lets bush make himself look bad.  ",0.875,0.125,0
2381," : i say go for it, even though the bush-kissers wont like it.",0.8,0.2,0
2382,"  == 20% subsidy ==   In addition, NKFS gives patients a 20 percent subsidy only. Subsidized patients, after meeting the stringent requirement of not earning more than $1,000, have to foot 80 percent of the bill.   I remove the above text, until the source is provided, I tried to find but failed. Earlier section indicates that the subsidy is about 30% on average for NKFS patients. But it would be shocking if indeed patients earning less than $1,000 still have to foot 80% of bill! Please provide sources, thank you.   ",1,0,0
2383,"  ::You play.  They have left the ArbCom.  Neither is active,  neither responds, neither comments to ArbCom matters.  One of them demonstrably displays bias.  Each of them accuses me falsely without providing justification.  And you count their votes.  You make some narrow point about one case but you endorse their lamentable actions.  Shame!   ",0.5,0.5,0
2384,But now look what has happened.     ,1,0,0
2385,I would like to think that you did care.  That you did think that sarcasm is not befitting.  I am encouraged by the fact that you respond intemperately.  If you really did not care then you would respond in different language or not at all.  Hint To show that you do not care that sarcasm in unbefitting from a member of the ArbCom do not respond now.     ,0.9,0.1,0
2386,  You mean to say they showed you the evidence they wouldn't show me?  Let's stop the pretense:  We know why they've gone.   ,0.8,0.2,0
2387,"  Well, Tk, what are you going to do here for the next three months?   ",1,0,0
2388,"   shez a baybe no doubt but shez no D, whered u get that from ?   look at the pix. C on a good day. where r the playm8 pix? those are the 1s to uze  heh",1,0,0
2389,  == Blocked by Snowspinner ==  Without justification.  Without explanation.  But his draw is quick and his aim is fine.  If only he were a fairer man.   ,0.9,0.1,0
2390,   I think that that is the point.  Had I been blocked by anyone else it would actually mean something.  But having the town's rogue cop giving you the once over is just unremarkable.   ,0.653846154,0.346153846,0
2391,"  He knows I dislike him.  And his arbitrary heavy handed actions.  You think he would let someone else do the block, if it were necessary, for appearances sake.   ",0.8,0.2,0
2392,"  Because, with all this talk of bullying, here we do really have one.  Here really is the best argument that adminship should be renewable, not for life.  Then mistakes like this could more eaily be undone.   ",1,0,0
2393,"`Dude, everyone knows that Jane Swift was the worst ``governor`` in Bay State history.  She was a disgrace and sullied the great Massachusetts Republican political tradition of Henry Cabot Lodge, Leverett Saltonstall, and Bill Weld. `",0.5,0.5,0
2394,"  ==Your actions==  I see you have deleted my objections to your action in blocking me, without even the courtesy of a reply. You think this is acceptable behaviour from an administrator? You think I am kidding around here? I will now lodge a complaint against you for abuse of your administration powers.  ",0.888888889,0.111111111,0
2395,"` == Nissim Cahn vandals ==  I've blocked them all, and a couple of other related sockpuppets as well.   ===IZAK=== Thank you for your welcoming remarks on my talk page . 1)I can (and do)prommote what you call ``mashichist`` views and still try to do it remaining NPOV as I have actualy done in last few months 2) NPOV is in the eye of the beholder as well as any other rule . See for example the Gil Student's page deletion proccess to view examples of extreme bias against him by some of the Chabad WikiPedians and their attempts to hide that bias by quoting the WikiPedia  rules. Or see the reverts of the Chabad page and the Rebbes page by various people and some of the things they posted on the corresponding talk pages to ``prove`` the ``anti-mashichist`` agenda or ``anti-mashichist`` ``domination`` of the ``official Chabad`` `",0.8,0.2,0
2396,"  ==Ed Poor==  *I shouldn't have to check his edit history. He should reply to me at my Talk page. *I know that wasn't the right page, but what is the right page? That's my point. *I don't want to de-admin him, I want to complain about his actions.  ",1,0,0
2397,"`  == America's Failed Federal Criminal Justice System. ==  Dateline:  21 July 2005 23:45est Washington, DC USA   == America's Failed Federal Criminal Justice System. ==   By:  Mark A. Varca, Chief Information Officer, FedCURE.  FedCURE is the world's leading advocate for America's, ever growing, federal inmate population. On behalf of the Board of Directors, we would like to extend an invitation to each of you to join us in our efforts to reform the federal criminal justice system in the United States. Federal CURE, Incorporated, is a nonprofit organization that, inter alia, deals largely with the issues faced by federal inmates and their loved ones.   We are working to reinstate parole; increase good time allowances;  provide for compassionate releases; restore PELL grants; and opportunities for successful reentry  into the community, for all federal offenders; and promote a system that incarcerates fewer people and provides humane conditions for those who are incarcerated or under post-incarceration supervision via parole or supervised release. Over 45,000 people were released from federal prison in the United States last year.  On this day, the United States Federal Bureau of Prisons houses 185,100+ people.  Most serving long, non parolable, sentences for non violent offenses.  Please consider, if you have not already, joining and contributing to FedCURE.  We are the world's leading experts in matters relating to federal inmates.  Collectively, five of FedCURE's 14 board members have over 50 years of in prison experiencebehind the fenceas former federal inmates.   Each holding J.D.'s, two holding LL.M's and two holding Ph. D's.  Our lifetime members include the best criminal attorneys in the United States.  .  ``Martha Stewart's incarceration has made her the DIVA of federal criminal justice reform in the United States.``  Mrs. Stewart wrote from prison in a December 2004 letter posted on her Web site, ``I beseech you all to think about these [inmates] - to encourage the American people to ask for reforms, both in sentencing guidelines, in length of incarceration for nonviolent first-time offenders, and for those involved in drug-taking.``  The synergies behind that have yet to unfold.  However, we can state with confidence that, when all the discussions settle on the table concluding that the federal criminal justice system in the United States is undoubtedly broken and in need of reform; and that after all of the discussion about what's wrong with the system and what can be done to fix it comes to rest, in the end, it always comes down to one important reform issue:  To reduce federal prison sentences.  In today's political environment, however, there is only one possible hope that would best accomplish this reform:  Enact federal legislation to revive our former system of parole for federal prisoners; and to provide new re-entry opportunities for people being released from prison.   To that end, FedCURE is feverishly advocating in favor of  H.R. 3072 (former H.R. 4036, as amended) a bill to Revive the System of Parole for Federal Prisoners, that was introduced, in the 109th Congress, by the Honorable U.S. Representative, Danny K. Davis (D) of Illinois on 27 June 2005.     Parole of federal offenders began after enactment of legislation on June 25, 1910.  Under the Comprehensive Crime Control Act of 1984, the United States Parole Commission retained jurisdiction over defendants who committed their offenses prior to November 1, 1987.  At the same time, the Act provided for the abolition of the Parole Commission on November 1, 1992.  The phase out of the Commission has been extended by statute several times. The status of the Commission beyond November 1, 2005 remains unresolved despite the Commission having taken over supervision of all DC offenders in addition to the remaining 4,000 Old Law offenders.  Presently, the Commission has over 100 employees and a budget of over $10 million.   H.R. 3020, introduced on 22 June 2005, seeks ``To extend the existence of the U.S. Parole Commission.  When the U. S. Sentencing Guidelines were imposed for federal defendants whose criminal activities took place subsequent to November 1, 1987, parole was eliminated.  Early release was limited to approximately 47 days of good time each year and the sentences themselves were increased appreciably.  The majority of federal inmates are non-violent low-level drug offenders with very long sentences.  Moreover, the majority of this segment of the federal inmate population is being incarcerated for the first time. Thousands of people in prison are serving life sentences for non-violent offenses without the possibility of parole.  The vast majority of these people are also first time offenders.    Ni",1,0,0
2398,  If Ed Poor has something to say to me he can post a message on my Talk page just as everyone else does. That is both the established convention here and common courtesy.  ,0.888888889,0.111111111,0
2399,I own all copyright to the article that was said to be a copyright violation. Anyone from a literary circle would know how dangerous it is to accuse a professional writter of literary theft.,0.9,0.1,0
