text,label
@USER WHO FUCKING CARES?!?  He was IN HIS HOME  Some armed cop invaded his home and killed him  She is guilty.  End. Of. Story.,1
@USER Suck my dick,0
@USER Yeah bro I know like I have pretty good gun control but the smg 12 is just insane😂,1
@USER @USER @USER @USER @USER I love how liberals call people names because that's all they have. How does he deserve to be called a dirt ball?,1
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER This is the PIC MSM showed us in 1999 for #JFKJR plane wreckage also- FAKE!!!    Here is a video, showing another pic MSM showed of #JFKJr, even MORE FAKE!!! URL  Article:  Evidence Of A Cover up &amp; Why official story is in DOUBT!""  URL URL",1
@USER @USER @USER Lol. It’s funny how you assumed I only have those qualifications. Typical black tweep. When they are losing a debate they assume the other party is lower than them. “That’s why you are broke.” “Stay there with your debt.” Yet they’ve never met the person. 😂😂😂😂,0
@USER @USER @USER @USER @USER Conservatives never believe women. It’s amazing. You assume lying every single time.  Remembering the exact date of a high-school drinking party is a rather silly thing to expect. Quick - what was the exact date of the one you got drunkest at? And name everyone there?,1
@USER Literally Sam is quitting smoking mid competition and obviously having some mood swings from it. She is a fantastic human being and you’re portraying her as shit and portraying JC as a cute little dude when he groped Tyler in his sleep. Shame.,0
@USER @USER @USER It's not your name. You're account is as fake as a 3 dollar bill. You are about as dense as stale unleavened bread.,1
@USER @USER @USER I don‘t know why they can see she is lying they should leave him alone . They need to write an article now when they wanted to write 1 10 months ago . Just so you know @USER you make no money with Melissa .,1
@USER @USER .@USER you want publicity? Try doing a video apologizing to your fans for kissing trump’s a$$ while burning that maga hat. Puhlease you were just apologizing to drake &amp; posting video of your daughter singing the Kiki song. So stop it. Nobody’s buying this album either URL,0
@USER Childess,0
@USER Chuck is a “ DUCK !”,1
@USER @USER You absolutely can enforce them consistently. Stop and frisk isn’t a law based on definable characteristics. That’s the issue. Gun control laws aren’t subjective like stop and frisk.,0
@USER He is that stupid!,0
@USER Who does he think he is the dumb Donald!!!!,1
"@USER Nothing with liberals is fair"".""",0
@USER @USER @USER You are happy your all friend.,1
@USER @USER @USER @USER @USER You are a good dancer and talented in drawings. My fingers are like that when I vote for CNCO 😂  #PremiosHeat2018 @USER  #LatinGRAMMYCNCO  #CNCOnEllen  @USER #CNCO #TheLatinArtist #PCAs #followERickOnIG,1
@USER As we now know there were scandals.  They were covered up very well.  That's coming to end.  Slowly but surely.,0
@USER YALL PLEASE DO NOT SEND HER YALL MONEY THIS IS A SCAM THESE ARE @USER MY WIGS SHE IS POSTING AND SCAMMING PEOPLE,0
@USER should be thanking her lucky stars that she has never been sexually assaulted or raped when she was a 15 year old girl.  She could hardly deal with a little harassment from Antifa. #NothingLower,0
@USER You mean like Hollywood actress .@USER ? She supports #Antifa and uses their handbook as her profile pic. Rants about #MeToo yet her brother Alexis Arquette was abused as a child and she is silent about it 👎🏽 #Hypocrites #LiberalismIsAMentalDisease URL,0
@USER @USER Agreed. I have better ideas: ABC—Let AntiFa beat her to death at a pro-Trump Free speech rally.  1/,0
"US education can use a ton of rethinking""  URL #TCOT #MAGA #RedNationRising""",0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hi BEE GEE!!! You are so cute!!!😸😘,1
@USER that's fucking gross.,0
@USER @USER he is so breathtakingly handsome man,1
@USER @USER A must read! URL,1
"@USER Ask Cruz why he blames tofu eating liberals"" for the influx of money into Texas after Houston just held a conference to woo investors from China in May. Texans must learn where that money is coming from and the reasons for the odd insults. URL  #transparency""",0
@USER We thank our God for you every single day.  #MAGA to #KAG,1
@USER And then we can issue each one of them a pink unicorn.,1
@USER Reason is he is in a small market on a mediocre team.,0
54 concert goers massacred in Fort Worth with 9mm Ruger P89. The NRA calls gun control research 'unethical'.,1
"@USER &lt; help. I should call my father to let him know you are up. I'll be right back.  I lean down placing a chaste kiss against his cheek. Once I pulled away, I give him a bright smile as I walk out of the room to call my father.   I know he's &gt;""",1
@USER Go pop open your lid in the kitchen. Bam there he is.,1
9 factory workers gunned down in Iowa City with 20-gauge Winchester pump-action shotgun. The NRA blames gun control laws.,0
@USER @USER Completely agree.  The political legacy of Cameron &amp; Osbourne will be overlooked because of the EU debacle. How they took the country from £158bn deficit and kept everything running was a political miracle.,1
@USER Isn’t it time for the BBC to be asking some probing questions of the leader of the Scottish Conservatives..it’s in the public interest,0
#NickFerrari seems to be intentionally misleading his viewers?!  Suggesting paedophiles among whites are the same percentage as #Muslims and that we are only angry at one? No Mr Ferrari .. I think not!  #LBC #LBCRadio #MAGA #MCGA #MEGA #MBGA #Conservatives #Patriots URL,0
@USER How taser works?,0
@USER Another country with strict gun control.  For some reason gun control never helps the average citizen but dictators and terrorists sure support it.,1
@USER Definitely not as a democracy because its a Constitutional Republic!!,0
@USER Ford's takeover of the Ontario Conservatives makes Trump's takeover of the GOP look geologically slow.,0
@USER @USER What does that have to do with anything at all? 😂🤣 the level of discourse from liberals is embarrassing,0
@USER @USER Liberals aren't bright.,0
"@USER What is my fucking problem? Really?""  —Jason denys a couple of times. He does not want to behave like an idiot / not again / but he's worried about her.  ""Where is Dick or Bruce? Are not they with you in this?""""",0
@USER Low life bitches,1
@USER Not saying much to claim you are smarter than @USER,0
@USER here we go this is where the nats blow a lead now or the 8th inning have you not learned and strasburgh is not what everyone thinks he is inconsistent,0
#Tyranny #Totalitarianism #Leftism JUST WHEN YOU THINK #THELEFT CAN'T SINK ANY LOWER - #Liberals fear their major cultural victories of the past half-century are democratically... URL,1
@USER Traditionalists and fuddy-duddy conservatives form a convenient horseshoe with feminists when it comes to a lot of women's issues.  Their reasons are grounded in chivalry and sex differences rather than equality but the result looks very similar.,1
@USER @USER @USER @USER @USER @USER Brexit is the single most important political issue of the day. The Mayor of London with the biggest direct democratic mandate in the UK needs to have a view.,0
@USER He is perfect for the part! Im with it .,0
@USER Throw Antifa in there too!,1
@USER yo he is gorgeous 😍😍,0
@USER I already knew that ! LMAO 😂 SO stay with us deplorable bigots!! We’re getting ready to fight for our COUNTRY! #WWG1WGA,0
@USER @USER @USER then you are a fool too,0
@USER Liar!  Set up by far left.  Liberals are so predictable!  Americans are into these empty stupid tactics.  No one believes you!  It’s a politically induced maneuver to attempt to delay the installation of a judge until after midterms.  It won’t work.  No go write your book!,0
@USER Because they are crates by the liberals  to save ANY kind of influence...,0
@USER can’t believe you are not competitive for the same services as @USER for life. Your service isn’t worth and extra $30 a month. #cancel,0
@USER Eric ur no Jeff sessions!!,0
@USER Element of surprise has gone then Somehow i think this is more,0
"@USER @USER @USER @USER @USER @USER Also not correct. But, the some of the safest US cities does not have strict gun control laws. (Side-note: You can not believe one word that *Michael Moore preaches in any of his documentaries."") This video is a bit of an eye-opener: URL",0
@USER @USER @USER @USER @USER @USER A popular vote would be terrible! We would become a Democracy!,0
@USER Well she supported $7 co payment for Dr visits when President of AMA thats an indication . She is Ambitious thats all .,0
@USER Yoo our dogs should totally fuck,0
"@USER @USER @USER Freedom From National Debt"" is also very good and written by former Deputy Secretary of the Treasury Frank N. Newman. Also great cuz he is not an MMT academic but basically confirms MMT from a non-MMT insider's perspective""",0
#lowemissions #bus #transport #Conservatives PM announces £106m funding for low-emission vehicles: URL,0
Sean Spicer and Donald Trump in happier times.  #MAGA #TheResistance #MondayMotivation URL,0
@USER Are you going to become an antifa fighter now,0
@USER @USER I respected Ron Paul and Dennis Kucinich most in congress,0
@USER And then Americans are going to demand Christine Ford face Criminal charges &amp; face jail time when she is proven to have lied. Her guilt is in the fact she contacted Dems Not the FBI. Ford did not come forward as a witness in the hearing. She’s bought and paid for,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don't we all! 🙏,0
And Soros money in their pocket. #maga🇺🇸🇺🇸🇺🇸🇺🇸 URL,1
@USER Garrett you are amazing and funny. Keep being you. I love when you talk about Harry Potter because Harry Potter is awesome,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Right ... It's a conditioning of sorts resulting in denial... Irrelevant of the facts... THUS Welcomes Cognitive Dissonance in Disguise- ANTIFA 🤦🏻‍♀️,0
@USER @USER @USER @USER @USER Education is devolved and is an utter shambles. The snp are in charge of it and neither the conservatives or brexit are a factor.,1
@USER you suck so fucking hard that i genuinely want to drop out of school and quit doing art and spend every day of my life destroying another epson printer with a lead pipe. i hate you so much.,0
#TwitterShouldBe a less mean environment and less biased towards conservatives.,0
@USER @USER That's just what Satan would say if he were threatened.,0
@USER the owner is a elderly lady who couldn’t leave the trailer cause it was underwater and she is in oxygen tanks,0
@USER @USER And - on reflection -  I is a sycophantic twat   But that does not mean he is wrong,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed &amp; Retweeted All These Awesome MAGA Patriots! We Must Get Fired Up &amp; get all our people out to vote in November or we will all be in for so much  lawlessness The Dems Are Planning on Bringing Impeachment Proceedings even though there are no impeachable Offenses committed,1
"@USER A much more traditional"" take on the Lois &amp; Clark dynamic is showing up in Tom King's Superman 100-Page Giants at Walmart. I would recommend it. She is not SUPER-heavily featured in the first issue but she is well-treated.""",0
@USER @USER @USER @USER @USER here is your boy smoking marijuana and hanging out with a pornstar and escort girl and paying the people that keep her a slave to be his slave. He is insane URL,1
@USER Don’t you have concerns about Keith Ellison?   Well do you.,0
@USER They crossed the line a long time ago. Antifa is a branch of the Socialist party.,1
@USER @USER Their gullibility.   They think if a politician has an R by their name he is a good guy and don't research that person at all.,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER You mean like all the Liberals screaming at a SC nomination hearing? That kind of clown show? So tell me since when do accusers get to make demands? This isn't a university misandry board of injustice.,0
@USER @USER How about starting with gun control.,0
@USER now that Bea Arthur had a lovely mud bath and coconut oil rub she is settled in for her bedtime story and loves loves loves your book so much i had to read it three times to her before she would go to bed. We hope you are doing well and feeling better! URL,0
@USER Yes he is and it's giving a Good View,0
@USER Boy is that professor stupid or else has a mental illness. He obviously should not be teaching anyone!,1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Be best. Be #MAGA  ✅Following amazing patriots.,0
@USER The interview is an important part of the hiring process. And selling yourself may not come naturally. Let's make sure you're fully prepared: URL ^TN,0
@USER I want to fight one of you for real you are taking the piss URL,0
@USER She is disgusting,1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 🙋Hello to all fellow patriots.,1
@USER YOU ARE SO TALENTED I ADORE YOU,0
@USER @USER If the LEFT  would just stop the politics of distraction he will keep more promises #MAGA,0
@USER He is too bitchy...  And you?! I ask a question and you dont respond    Why would this be 1 way street?,1
@USER Could it be that President Trump is normal and most of Washington D C are insane and totally out of touch with the forgotten middle class working people of America? Drain the swamp &amp; MAGA.,0
@USER she’s my bitch,0
6 people are dead after shooting spree in California ....AND LORD FORBID WE SHOULD TALK ABOUT COMMON SENSE GUN CONTROL MEASURES...OH NO!!! 😱😱😱😱,0
@USER @USER @USER Who's paying for your tweet? Antifa?,0
@USER Bono is utterly stupid ridiculous wealthy tax avoiding hypocrite fascist  I can’t listen to U2 again,0
@USER If she is refusing to come forward how will this allegation from years ago be nvestigated??  Nothing but obstruction and lies.   #ConfirmKavanaugh,0
@USER lmao i really didn’t know him before that at all 😂,0
@USER @USER Cause gun control worked so well for chicago?,1
@USER @USER DOXX her.  See if she is as Lilly white as she puts on.,0
@USER The war on conservatives =ANTIFA,0
@USER He's like Meuller Hunted by A Master Sportsman / and the most powerful man in the world / Barry armed Trump Unwittingly with Lethal Force / Barry Never thought Killary would lose / URL,0
@USER @USER Cuz I've never been insulted by Conservatives... ahahaha,0
@USER @USER @USER Maybe Antifa asshats? Those who physically assault others for their political beliefs? Democrats are NO Saints and neither are you!,0
@USER Worst place I've experienced that is the fucking movies,0
@USER @USER @USER @USER Ugh...you are one of those,0
@USER Oh no! Hope you are okay.,0
@USER hope you are enjoying strictly training !! URL,1
@USER Because she knew how to add up the millions in @USER donations received for access?,0
@USER OMG another bigot showing he is basically gutless - sounds much like Donald 😂,1
@USER Liberals want to control ppl from cradle to coffin. They'd b happy if ppl avoided all physical/social contact w each other..... they are making us so suspicious of each other. DIVIDE AND CONQUER is their hidden agenda.,1
@USER @USER I can not see him posting such a video if he was done with Supes. He is wearing a krypton t-shirt too,0
@USER Yea he is he said he would if Tua was healthy,1
@USER Early Antifa group. Heavily armed but look happy. URL,0
"@USER @USER Repeatedly re announcing previous measures and funding that don't come in effect until a future date and only serve to help housebuilders make more profit isn't going to solve the housing crisis"" created by Labour and made worse by @USER",0
@USER Blame Trump???  U bunch of idiots. Blame the corruption over in PR,0
@USER Of course he is offended he is ill due to liberalism!,0
@USER @USER You are out of your fucking mind .. NO socialism is good - NO such thing as “Democratic Socialism” You fool,0
@USER @USER @USER @USER @USER @USER Aalayah...I cannot express  enough how proud I am of you and your classmates. I truly believe your hard work will be the turning point in gun control!!It is definitely time for the old white boys club to step aside and listen to the young people who have suffered because of them.,0
@USER @USER @USER @USER I never said no one died in Sa Juan..I said she is only in charge of one town out of 78...don’t get me wrong many people to blame...in the case of Ricardo Rosello he is terrified of Trump and wants to please him at all cause.  Im sure Roselló and trump knew the count was higher,0
@USER @USER @USER @USER @USER One of them just called me 'politically and morally bankrupt' because I said I WOULD get behind him if he opposed Brexit 😐😂,1
@USER By defending and making excuses for obvious bad behavior....you're sure to get more of it.,0
@USER An insult to holocaust survivors and their families. An embarrassment to film making.,0
IN HONOR OF #ConstitutionDay  I PURCHASED A #TRUMP t-SHIRT AND A #MAGA HAT  #TRUMPTRAIN #LIBERTY #FREEDOM #AMERICA #USA #LIBERTY URL,0
@USER And Obama didn’t.... not to you because you agreed with him.....,0
@USER Eli is what he is at this point average at best,0
@USER Flake I lost 17 guys lost let the guy do his job and think of the people instead of your non existent career,1
@USER What do you like to do when you are with your family? #AskAlly,1
@USER @USER Because he knows he is going to Jail soon,0
@USER @USER @USER @USER Oh wait now I get it. You two are ANTIFA!,0
@USER EVERYONE? Wow. That must have been an *exhaustive* research project. URL,1
@USER You are not,1
@USER See his profile? Thinks he is hardcore ....boi 🤔,0
"@USER @USER @USER She's  no poor thing"". She's an antifa protester with many ties to the DNC.   She's a Trump hater. Donated to HRC.  She didn't just ""appear"" out of the blue.  Cracks me up how naive people are.  Toughen up America! These are lying leftists intent on destroying our democracy!""",1
"@USER @USER @USER @USER @USER Antifa means anti-fascist"". I'm not sure there is an Antifa organization, but there are millions who are anti-fascist.  Why are you not one of them?""",1
@USER @USER @USER @USER @USER Um it’s right in front of your face. These big-tech giants are censoring conservatives every single day. Dems constantly calling for “sensible gun control” and sometimes outright the repeal of the 2nd amendment. Conservative ideas are shut down on college campuses...,0
@USER Bono is a Nono in my house.,1
@USER So much respect for that man wherever he is.🔴⚪️,0
@USER @USER GFY since you are into code letters 😂and how about POS 😜🖕🏻✍️KMA,0
@USER I checked... #followed 🤷🏻‍♀️😂,1
4.) Most Disliked Oc- Amai  vs Most Liked Oc- Kira Amai is pretty much a freaking bad daughter. She killed her mum and little brother just to run off with some man.  Kira is a pretty sweet gal who loves her father very much and just loves to be loved! She is also a determined gal,0
"@USER You're either a bot or... for some reason you're associated Gavin McInnes with the alt-right""?   Time to find some better news sources, bro? The ""alt-right"" hasn't been relevant since CVille. Your journalists covering #antifa or just focusing on a few harmless conservatives?""",0
@USER @USER @USER @USER The choice is simple. If you vote Gillum you are voting for Socialism. If you vote for Ron DeSantis you are voting for everything that makes Florida great. #VoteRonDeSantis2018 URL,0
@USER @USER @USER @USER You are asking the right questions😂,1
@USER Can’t we send this pig back to Canada. He’s an animal.,0
@USER FAKE NEWS,0
@USER @USER I’m sorry that’s how the rap game goes. If I’m working with a producer that’s working with my enemy why wouldn’t I be like either them or me. Find your own ppl. This is rap and she is well within her right to.,0
@USER you never were a slave. Spartacus was a slave and a heroic figure. You are neither.,0
@USER We had Leveon Bell. Thats the dumbest argument. But we can compare college for when he played. His best season was 1700 yds 26 TDs. How about Collins? And this is Conners first year starting and he is starting much better than Collins,0
@USER @USER Those fucking calves man 🤤,0
@USER @USER Now they’ll have to pay more for their MAGA hats.,1
@USER Religious persecution is bad...  ...when it's your religion being persecuted. URL,0
@USER Honestly  The fact he hasn't any legislative power coupled with the fact he is a skilled diplomat sways the balance for me.  Besides the varadkar government pushes that kinda shit anyway president or not.,1
@USER @USER He was fucking murdered and all you can talk about is marijuana?,1
@USER @USER Oh they’re real..THIS IS WHAT ANTIFA LOOKS LIKE ON TWITTER 😂😂,0
@USER @USER leader of Antifa,0
@USER he is 🤷🏽‍♀️,0
@USER Yay! You are unblocked 😂 I see how you gently responded.,0
@USER a few comics i never met i REALLY want to meet now and he is one of them ha,0
@USER @USER Dammit!! I fell asleep. Can someone tell me what they were chanting about?,0
@USER Consider the source. It's only Bono.,1
@USER @USER Once again @USER does zero research. But she is on the TV!!,1
@USER Her face looks like they throw quarters,1
@USER @USER Good come back. lol!                   #MAGA,0
@USER @USER Thank you!,0
@USER @USER Trudeau and the metoo movement hahaha. He is on the wrong side there. Funny how questions never went anywhere with Trudeau.,0
Regrann from trump_babes_2020 - 🇺🇸🇺🇸Amazing MAGA Babe🇺🇸🇺🇸 #trump #trump2020 #maga #maga2020 #trumpbabes #trumpbabes2020 #trump_babes_2020 #milfsfortrump  #babesfortrump #babesfortrump2020… URL,0
@USER @USER There's zero evidence of any gaff and it's not their jobs to do any such thing; this is just more hijinx and chicanery from two buffoons that have no platforms or morals. #CONservatives #cdnpoli,1
@USER Thank you ! Yes he is so sick 😭,0
@USER Totally agree! #Trump2020. Now @USER if we conservative hunters and gun owners could just teach u urban guys hat Federal Public lands are paid and protected by conservatives! #keepitpublic,1
@USER *he closes his eyes so she won’t notice how groggy he is.*,0
.@USER is staffed with unhinged Liberals &amp; @USER  This is a disgusting statement. URL,1
@USER @USER @USER @USER By any chance did you sexually assault girls in high school? That would explain why you are so eager to overlook the possibility such a horrid crime &amp; insist on a double-standard which benefits you &amp; the alt-right &amp; back up your justifications wi obvious lies.  I bet I'm right...,0
@USER @USER We need gun control😆 Liberals should not have access to guns. They are not mentally stable. This must stop😆,0
@USER He’s the fart in the wind of history. URL,0
@USER Hope he is enjoying himself while he can🤣,1
@USER @USER Compare the coffers of Greg “photo op guy” Walden and Jamie McCleod Skinner and you’ll see that his treasure chest is in the millions from NRA and telecom industry. Anti-fair and open internet.Anti REASONABLE gun control measures. For exploiting public lands.,0
@USER Bitchhh 😭😭😭😭 she was suppose to order some oatmeal,1
@USER Yeah my exact thoughts here. Real uphill climb tho to get people to stop saying dumb shit on the internet.,0
@USER @USER He is seething!! You can see it in his eyes and hear it in his voice!! Obama was a failed president in every sense of the word! #MAGA #KAG 🚂🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,0
@USER So what about your antifa children harassing and threatening members of congress at their homes? Or is that different?,0
@USER @USER She’s so far up in the clouds she’s long since forgotten what common sense is let alone how the American people feel she’s just another Michael Bloomberg trying to push her views on everyone else and the state she represents,0
@USER @USER The President despite all of Woodward book of lies and you and Barrack has done so far a tremendous job we are respected again our economy is not longer the animic less than 2% and our enemies fear us again John you and Barrack r History,0
@USER @USER @USER Honestly i think she should concentrate more on her acting career rather than twitter....she is fantastic actress...but all these twitter comments and political comments will only divert her focus...kuch toh log kahenge..unko kaam hai kehna,1
@USER He’s lying,0
@USER Antifa thugs remind me of orcs if they are stupid enough to try and take someones firearm i wouldn't be surprised if its an orc who is thrown in a dumpster,0
@USER @USER The FASCISTS are Anti-American Communist Scum like yourself!! Now go Fuck Yourself you piece of human garbage!! USA #MAGA  ANTIFA are Terrorists,0
@USER She will be remembered as the witch that used her genitalia to make a false claim against a good man b/c  she is a die-hard democrat that hates republicans so much.  She is willing to ruin a good mans name all in the name of power.  Democrats are crying wolf way too many.,1
@USER Brennan is a disgrace-without a clearance 😃,0
@USER @USER Is that the only attorney general in our history to be held in contempt????,1
ANTIFA is a domestic terrorist organization that leeches off of George Soros's money. They are a domestic terrorist organization that uses intimidation &amp; violence to spread their ideology.,1
@USER which is why im loving all this shit right now LOL,0
@USER no one attacked Kavanope!! We are allowed to question  liars.  He is secretive and He lied under oath. What more do you need?,0
@USER No it’s not.,1
@USER @USER Rubio sat through a 2-hour town hall in February answering questions from the public about gun control from people whose friends and children had just been murdered. That takes more courage than grandstanding and lying in a stupid hearing.,0
@USER @USER @USER We all know it’s not even close to bribery. She’s using that term to defend her disgusting and disgraceful decision to vote with her party over the American people. I have to wonder how much she is getting paid for the yes vote.,1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Because of Antifa. 🤷‍♀️,1
@USER @USER Another Democrat scam.  Republicans don't fund terrorist groups like ANTIFA to threaten people.  ...but go ahead make it look real,0
@USER @USER @USER @USER That's different because it's a panel show. I'm talking about Paul Golding actually being a news anchor. We'd end up with a British Tucker Carlson.,1
@USER Your mind is still not accepting that the federal government belongs to PTI of which you are member of NA.,0
@USER He is so beautiful there.,0
@USER This is a premeditated attack by Democratic liberals and she is being rehearsed. Enough of the scam show. Vote Kavanaugh to SC.,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I thought the whole world knew Liberals would never answer factual questions. If they adhered to Truth they’d never will another election.,0
@USER i am a lot older than she is,0
@USER He is looking for a place to hide,0
@USER Here she is @USER 😞,0
@USER Evidently she's as big a narcissist as he is.,0
@USER @USER Great and I’m certainly anti fascist but  the group antifa is the most fascist and violent groups in America in case you hadn’t noticed and associated with the largest hate group in America the democratic party,1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Had all but one. Agreed EVERY one of these MAGA patriots is a must follow. Let's do this together for our great nation in 2018! Then repeat in 2020 and 2022!!!,0
"@USER @USER If you don't think everybody wants to be rich, sadly you are lying to yourself. Pretending otherwise is simply an excuse to settle. Nothing wrong with settling, but to dismiss those who want more for themselves as greedy"" is disingenuous.""",0
"@USER @USER Liberals love to hype the Crouton as a financial genius, but much of his success"" was due to downloading costs to the prov, raiding the EI surplus, etc. That said, you use the tools you have in the box, and I give him props as a decent steward of the public purse.""",0
"@USER pffft the new tweet"" just keeps wondering around the interface""",0
@USER Watched the press conf with Trump and heard him say how much we will make when Poland pays us to put in a military base. He is a dottering demented fool who really believes that his goal is for America to make money. You hear it in all he says. This isn’t a hotel.,0
@USER @USER @USER 'Think she is one of the Demoncrats.  Hard to imagine that a sane (or living) person would vote for her.,0
"@USER This man is one of the most intelligent highly accomplished Black men in the USA yet, White Liberals &amp; the Old Order"" (his words) have been successfully able to have him disowned by his own people. No Black child looks up to this man for inspiration bc to them he doesn't exist URL",0
@USER @USER @USER Liberals media won't report it,0
@USER @USER SHE IS A FUCKING MESS!! I HATE HER SO MUCH,0
@USER She is telling to be best  to students. Wow ! What a role model she is.,0
@USER @USER  ERIC HOLDER IS A FILTHY MAGGOT. URL,0
@USER @USER Yeah and guess what helped DC become Not the Murder Capital of the World?  Gun control! It works!,0
54 factory workers shot dead in Oklahoma with WASR-10 Century Arms rifle. The NRA blames gun control laws.,0
"Probably indoctrinating"". #MAGA URL",0
Shame on @USER @USER @USER @USER @USER and all the rest of the left wing media that are not doing their jobs and purposely looking the other way. This is the best example yet of their #FakeNews bias. #MAGA #WalkAway from the bias and corruption of the left. URL,0
@USER @USER The definition of snowflake,0
"@USER And everyone knows that Kerry doesn't have a clue!  Heard that from numerous anonymous"" sources who also say he is not sane.  That's what the sources say.""",1
@USER @USER If he is innocent he should be vindicated and there should be penalties for false accusations also.,0
@USER And the media will simply not calm down and just report normally and let the folks decide.   They are a propaganda arm of one party and anyone who disagrees with their doctrine is dismissed as evil and worthy of the Auntie Maxine or ANTIFA treatment or worse.,1
@USER Let’s Geaux Tigers! Prove yourselves you are worthy! Show the Nation ! 🐯,0
@USER @USER #MAGA said I.,1
@USER Dump MasterCard,1
@USER @USER @USER @USER @USER @USER @USER @USER Idk can we?,0
@USER @USER What a waste of one’s short life.🤷🏻‍♂️🇺🇸,0
@USER @USER ..long live satire!- if we cannot cut to the truth in this way then we may as well call it a day...🤔😎👌,0
@USER I am definitely for antifa members getting themselves killed.,0
@USER @USER  It says everything. When your principles hang on the fraudulent word of a porn performer. What integrity have you got left?,0
@USER Bigly....lol.....bigly? He didnt won...he was elected by the people of the united states ahole...what he'll are you referring to? Antifa fools that get their asses kicked...vagina hats..lol pathetic ass,1
@USER @USER I am talking about your comment that Nick was a fascist...   Brittany means nothing to me.   So like I said are you Antifa?,0
@USER The facts of the matter are very plain &amp; basic. This has never happened before in recorded history or on other similarly hit islands in the area. The fact it happened on Donald Trump's watch is unsurprising. He did not support them. He is an abject failure and should be dismissed,0
@USER I can't drink. URL,0
@USER @USER No Kim you are a failure and your whole life has been,0
@USER looks like antifa,0
@USER @USER Then she should step down. It's not about her. She was elected by liberals. She has power cuz of liberals.,0
@USER @USER @USER White cops are called racists by mobs and liberals daily,1
19. Probably John Adams. I'd love a chance to talk to a founding father and ask them about gun control.,0
@USER @USER @USER Bad people don’t obey the law. There are many more guns in circulation in North America than there are people. Gun control is liberal mind masturbation.,0
@USER True point.  Gun control is total bullshit.,0
@USER Yes and give you energy naturally. Keeps you hydrated,0
@USER @USER why bore me with something that don't mean nothing at all what she done in the past and who she is now. Wow she wore tracksuit she probably would of warn many of things?..!,0
@USER Ooooo Damn! Looks like a Rainbow! All Pretty And Shit!,0
@USER Keep voting for liberals and this is the future,0
@USER @USER Just like gun control will not keep guns from the hands of criminals....,0
"@USER @USER @USER @USER You quoted a group that associates themselves with Antifa/ anarchists. Does that make you an anarchist, Antifa?"" ""No, and it's weird I have to explain that to an adult."" You made the strange jump that if a TP USA person works for an org that Milo works for, TP USA is alt right?""",1
@USER Why is she under the white hot spotlight?...SHE IS the victim of this Trump like abusive animal... #StopKavanaughNow,1
@USER He is untreatable,0
@USER Credible only to looney liberals,0
@USER @USER Now I see why the Conservatives love him!,0
@USER you are my favorite person on earth just so you know. If you’re ever hungry and want some food I bought a 40 count of bagel bites from steel yard Walmart and I won’t be able to eat them all by myself so please keep that in mind,1
@USER Not a classical music fan?,1
@USER MAGA= Mushrooms are growing again,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER so you are saying the authors of these articles are not representative of the message of most liberals?,1
"@USER YOU CAN'T TELL ME WHAT THE FUCK I CAN AND CAN'T DO!""  *whips out binoculars*""",0
@USER @USER You are whoring yourself out for NRA $$!,0
@USER thoughts on Sandy Alcantara?  Seems like he is pitching well,0
@USER Absolutely NFW.,1
@USER @USER You nailed that ass,1
